source,target,x_scaling,y_scaling,z_scaling,x_rotation,y_rotation,z_rotation,x_translation,y_translation,z_translation,translation_units
http://purl.org/ccf/latest/ccf.owl#VHFLeftKidney_Patch,http://purl.org/ccf/latest/ccf.owl#VHFLeftKidney,1.0,1.0,1.0,-19.0,-13.0,22.0,41.487,54.422,42.942,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLeftKnee,https://purl.humanatlas.io/ref-organ/knee-female-left/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLeftLymphNode,http://purl.org/ccf/latest/ccf.owl#VHFLymphNode,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLeftOvary,https://purl.humanatlas.io/ref-organ/ovary-female-left/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLeftPalatineTonsil,https://purl.humanatlas.io/ref-organ/palatine-tonsil-female-left/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLiver,https://purl.humanatlas.io/ref-organ/liver-female/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLung,http://purl.org/ccf/latest/ccf.owl#VHFLungV1.1,0.894,0.9902,0.8494,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLungObj,http://purl.org/ccf/latest/ccf.owl#VHFLung,1.0,1.0,1.0,-90.0,0.0,0.0,139.3517,-341.6613,113.29,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLungV1.1,http://purl.org/ccf/latest/ccf.owl#VHFLungV1.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLungV1.1Obj,http://purl.org/ccf/latest/ccf.owl#VHFLungV1.1,1.0,1.0,1.0,-90.0,0.0,0.0,130.5289,-367.0731,156.4214,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFLymphNode,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFMainBronchus,https://purl.humanatlas.io/ref-organ/main-bronchus-female/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFPancreas,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFPelvis,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFPlacenta,https://purl.humanatlas.io/ref-organ/placenta-full-term-female/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightEye,https://purl.humanatlas.io/ref-organ/eye-female-right/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightFallopianTube,https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightKidney,http://purl.org/ccf/latest/ccf.owl#VHFRightKidneyV1.1,0.94,1.097,0.94,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightKidneyObj,http://purl.org/ccf/latest/ccf.owl#VHFRightKidney,1.0,1.0,1.0,-90.0,0.0,0.0,110.2931,-181.1395,93.10112,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightKidneyV1.1,https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightKidney_Patch,http://purl.org/ccf/latest/ccf.owl#VHFRightKidney,1.0,1.0,1.0,-19.0,-13.0,-21.0,38.191,48.288,36.989,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightKnee,https://purl.humanatlas.io/ref-organ/knee-female-right/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightLymphNode,http://purl.org/ccf/latest/ccf.owl#VHFLymphNode,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightMammaryGland,https://purl.humanatlas.io/ref-organ/mammary-gland-female-right/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightOvary,https://purl.humanatlas.io/ref-organ/ovary-female-right/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFRightPalatineTonsil,https://purl.humanatlas.io/ref-organ/palatine-tonsil-female-right/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSkin,http://purl.org/ccf/latest/ccf.owl#VHFSkinV1.1,0.9277,0.967,0.992,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSkinObj,http://purl.org/ccf/latest/ccf.owl#VHFSkin,1.0,1.0,1.0,-90.0,0.0,0.0,521.1959,861.5408,165.8622,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSmallIntestine,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpinalCord,https://purl.humanatlas.io/ref-organ/spinal-cord-female/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleen,http://purl.org/ccf/latest/ccf.owl#VHFSpleenV1.1,0.94,1.097,0.94,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleenCC1,http://purl.org/ccf/latest/ccf.owl#VHFSpleen,1.0,1.0,1.0,95.0,52.0,17.0,70.632,27.839,39.67,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleenCC2,http://purl.org/ccf/latest/ccf.owl#VHFSpleen,1.0,1.0,1.0,82.0,52.0,0.0,51.588,45.941,24.708,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleenCC3,http://purl.org/ccf/latest/ccf.owl#VHFSpleen,1.0,1.0,1.0,82.0,52.0,0.0,18.965,53.593,23.302,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleenObj,http://purl.org/ccf/latest/ccf.owl#VHFSpleen,1.0,1.0,1.0,-90.0,0.0,0.0,-46.21593,-260.7147,112.8727,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFSpleenV1.1,https://purl.humanatlas.io/ref-organ/spleen-female/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFThymus,http://purl.org/ccf/latest/ccf.owl#VHFThymusV1.1,0.933,1.114,0.933,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFThymusObj,http://purl.org/ccf/latest/ccf.owl#VHFThymus,1.0,1.0,1.0,-90.0,0.0,0.0,19.79246,-418.4277,-3.115578,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFThymusV1.1,https://purl.humanatlas.io/ref-organ/thymus-female/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFUrinaryBladder,https://purl.humanatlas.io/ref-organ/urinary-bladder-female/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFUterus,https://purl.humanatlas.io/ref-organ/uterus-female/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFemale,http://purl.org/ccf/latest/ccf.owl#VHBothSexes,1.0,1.0,1.0,0.0,0.0,0.0,400.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFemaleOrgans,http://purl.org/ccf/latest/ccf.owl#VHFemale,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHFemaleOrgansObj,http://purl.org/ccf/latest/ccf.owl#VHFemaleOrgans,1.0,1.0,1.0,-90.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMAllenBrain,https://purl.humanatlas.io/ref-organ/brain-male/v1.4#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMBloodVasculature,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMColon,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMHeart,https://purl.humanatlas.io/ref-organ/heart-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLarynx,https://purl.humanatlas.io/ref-organ/larynx-male/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftEye,https://purl.humanatlas.io/ref-organ/eye-male-left/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftKidney,https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftKidney_Patch,http://purl.org/ccf/latest/ccf.owl#VHMLeftKidney,1.0,1.0,1.0,-19.0,-13.0,25.0,39.312,57.719,39.893,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftKnee,https://purl.humanatlas.io/ref-organ/knee-male-left/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftLymphNode,http://purl.org/ccf/latest/ccf.owl#VHMLymphNode,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLeftPalatineTonsil,https://purl.humanatlas.io/ref-organ/palatine-tonsil-male-left/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLiver,https://purl.humanatlas.io/ref-organ/liver-male/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLung,http://purl.org/ccf/latest/ccf.owl#VHMLungV1.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLungObj,http://purl.org/ccf/latest/ccf.owl#VHMLung,1.0,1.0,1.0,-90.0,0.0,0.0,124.9757,-385.612,92.23983,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMLymphNode,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMPancreas,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMPelvis,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMProstate,https://purl.humanatlas.io/ref-organ/prostate-male/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightEye,https://purl.humanatlas.io/ref-organ/eye-male-right/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightKidney_Patch,http://purl.org/ccf/latest/ccf.owl#VHMRightKidney,1.0,1.0,1.0,-19.0,-13.0,-3.0,34.043,55.763,38.177,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightKnee,https://purl.humanatlas.io/ref-organ/knee-male-right/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightLymphNode,http://purl.org/ccf/latest/ccf.owl#VHMLymphNode,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMRightPalatineTonsil,https://purl.humanatlas.io/ref-organ/palatine-tonsil-male-right/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSkin,http://purl.org/ccf/latest/ccf.owl#VHMSkinV1.1,0.9981,1.0125,0.902,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSkinObj,http://purl.org/ccf/latest/ccf.owl#VHMSkin,1.0,1.0,1.0,-90.0,0.0,0.0,524.2243,898.1607,172.6585,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSkinV1.1,https://purl.humanatlas.io/ref-organ/skin-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSmallIntestine,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSpinalCord,https://purl.humanatlas.io/ref-organ/spinal-cord-male/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSpleen,https://purl.humanatlas.io/ref-organ/spleen-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSpleenCC1,http://purl.org/ccf/latest/ccf.owl#VHMSpleen,1.0,1.0,1.0,80.0,44.0,52.0,82.817,46.604,50.735,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSpleenCC2,http://purl.org/ccf/latest/ccf.owl#VHMSpleen,1.0,1.0,1.0,92.0,50.0,25.0,56.195,53.744,29.145,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMSpleenCC3,http://purl.org/ccf/latest/ccf.owl#VHMSpleen,1.0,1.0,1.0,77.0,48.0,18.0,32.901,70.721,26.551,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMThymus,https://purl.humanatlas.io/ref-organ/thymus-male/v1.3#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMTrachea,https://purl.humanatlas.io/ref-organ/trachea-male/v1.1#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMUrinaryBladder,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.2#primary,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMale,http://purl.org/ccf/latest/ccf.owl#VHBothSexes,1.0,1.0,1.0,0.0,0.0,0.0,-400.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans,http://purl.org/ccf/latest/ccf.owl#VHMale,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,millimeter
http://purl.org/ccf/latest/ccf.owl#VHMaleOrgansObj,http://purl.org/ccf/latest/ccf.owl#VHMaleOrgans,1.0,1.0,1.0,-90.0,0.0,0.0,0.0,0.0,0.0,millimeter
